ID_Estudiante,Alumno,Semana,Fecha Inicio,Fecha Fin,Comunicación,Matemática,Ciencia y Tecnología,Personal Social,Educación Religiosa,Educación Física,Arte,Inglés,Promedio,Clases Asistidas,Clases Totales,Asistencia (%),Progreso Académico (%),Desempeño academico
EST018,Laura Valentina Paredes Silva,13,6/23/2025,6/27/2025,17,18,17,16,19,16,20,18,17.6,5,5,100,86.25,Alto
EST019,Luciana Andrea Vásquez Romero,13,6/23/2025,6/27/2025,17,17,20,16,16,17,18,17,17.3,5,5,100,76.25,Alto
EST020,Luis Alberto García Pérez,13,6/23/2025,6/27/2025,17,17,17,18,20,19,17,17,17.8,5,5,100,78.75,Alto
EST021,Magdalena Alejandra Torres Mendoza,13,6/23/2025,6/27/2025,16,16,16,20,17,17,17,19,17.3,5,5,100,77.5,Alto
EST022,María Fernanda Gutiérrez Rojas,13,6/23/2025,6/27/2025,17,17,20,17,20,16,19,19,18.1,5,5,100,80,Alto
EST023,Naomi Emilia Cervantes Herrera,13,6/23/2025,6/27/2025,17,17,20,18,17,20,17,16,17.8,5,5,100,79.4,Alto
EST024,Natalia Eugenia Chávez Herrera,13,6/23/2025,6/27/2025,17,17,17,19,18,17,17,17,17.4,5,5,100,71.25,Bajo
EST025,Pablo Daniel Cabrera Luna,13,6/23/2025,6/27/2025,16,16,17,20,17,16,18,17,17.1,5,5,100,73.1,Bajo
EST026,Paula Renata Gómez Silva,13,6/23/2025,6/27/2025,17,17,17,17,16,20,18,16,17.3,5,5,100,68.75,Alto
EST027,Renata Alejandra Olivos Díaz,13,6/23/2025,6/27/2025,17,17,16,18,17,17,18,16,17.0,5,5,100,68.1,Medio
EST028,Ricardo José Navarro Campos,13,6/23/2025,6/27/2025,18,20,17,16,16,17,17,17,17.3,5,5,100,70,Alto
EST029,Sofía Camila Gutiérrez Salazar,13,6/23/2025,6/27/2025,16,17,16,16,16,17,16,19,16.6,5,5,100,72.5,Bajo
EST030,Sonia Valentina Quispe López,13,6/23/2025,6/27/2025,16,16,17,17,17,17,17,18,16.9,5,5,100,72.5,Bajo
EST031,Valeria Alejandra Paredes Flores,13,6/23/2025,6/27/2025,17,17,17,19,17,16,17,18,17.3,5,5,100,65,Alto
EST001,Adriana Beatriz León Vargas,14,6/30/2025,7/4/2025,16,16,17,16,18,17,16,20,17.0,5,5,100,75,Bajo
EST002,Ariana Michelle León Cordero,14,6/30/2025,7/4/2025,19,17,19,16,17,16,17,16,17.1,5,5,100,72.5,Medio
EST003,Andrés Felipe Guerrero Soto,14,6/30/2025,7/4/2025,16,17,17,16,20,19,17,17,17.4,4,5,80,79.4,Alto
EST004,Camila Estefanía Salazar Vega,14,6/30/2025,7/4/2025,17,17,20,19,16,18,18,20,18.1,5,5,100,81.9,Alto
EST005,Carlos Andrés Herrera Medina,14,6/30/2025,7/4/2025,17,16,18,17,17,17,17,17,17.0,5,5,100,70,Alto
EST006,Carmen Rosa Méndez Fuentes,14,6/30/2025,7/4/2025,17,17,17,20,16,17,20,16,17.6,5,5,100,71.9,Alto
EST007,Dafne Isabel Castro Díaz,14,6/30/2025,7/4/2025,18,17,17,17,20,17,16,17,17.6,5,5,100,78.1,Alto
EST008,Daniela Estefanía Vásquez Ruiz,14,6/30/2025,7/4/2025,18,16,17,20,19,20,17,17,17.6,5,5,100,79.4,Alto
EST009,Diana Sofia Campos Díaz,14,6/30/2025,7/4/2025,16,19,16,19,17,17,16,18,18.0,5,5,100,75,Bajo
EST010,Eduardo Enrique Prado Jiménez,14,6/30/2025,7/4/2025,16,17,16,17,17,17,16,19,17.6,5,5,100,72.5,Bajo
EST011,Felipe Augusto Espinoza Torres,14,6/30/2025,7/4/2025,17,17,19,17,17,19,20,20,18.0,5,5,100,76.25,Alto
EST012,Gabriela Isabel Ríos Medina,14,6/30/2025,7/4/2025,19,17,16,20,20,18,17,17,18.0,5,5,100,86.25,Alto
EST013,Gisela Emilia Contreras Mendizábal,14,6/30/2025,7/4/2025,19,17,16,18,17,20,17,17,17.6,5,5,100,72.5,Alto
EST014,Hugo Francisco Mendoza Rojas,14,6/30/2025,7/4/2025,17,17,17,16,16,17,19,17,17.0,5,5,100,63.75,Bajo
EST015,Jorge Eduardo Salazar Peña,14,6/30/2025,7/4/2025,17,17,16,19,16,17,16,17,16.9,5,5,100,66.9,Bajo
EST016,José Antonio Díaz Romero,14,6/30/2025,7/4/2025,18,17,17,16,17,17,17,17,17.0,5,5,100,68.75,Bajo
EST017,Juan Carlos Morales Miranda,14,6/30/2025,7/4/2025,20,17,18,18,17,17,17,17,17.6,5,5,100,74.4,Alto
EST018,Laura Valentina Paredes Silva,14,6/30/2025,7/4/2025,17,16,17,17,17,16,18,16,16.8,5,5,100,80,Bajo
EST019,Luciana Andrea Vásquez Romero,14,6/30/2025,7/4/2025,16,17,17,20,17,17,16,17,17.1,5,5,100,73.75,Bajo
EST020,Luis Alberto García Pérez,14,6/30/2025,7/4/2025,17,16,16,17,16,17,16,18,16.6,5,5,100,68.75,Bajo
EST021,Magdalena Alejandra Torres Mendoza,14,6/30/2025,7/4/2025,16,16,19,17,20,17,19,16,17.5,5,5,100,81.25,Alto
EST022,María Fernanda Gutiérrez Rojas,14,6/30/2025,7/4/2025,16,19,17,16,16,17,17,16,16.8,5,5,100,69.4,Bajo
EST023,Naomi Emilia Cervantes Herrera,14,6/30/2025,7/4/2025,19,16,17,16,17,20,20,16,17.6,5,5,100,84.4,Bajo
EST024,Natalia Eugenia Chávez Herrera,14,6/30/2025,7/4/2025,17,17,18,17,17,17,17,16,17.0,5,5,100,71.9,Bajo
EST025,Pablo Daniel Cabrera Luna,14,6/30/2025,7/4/2025,16,19,16,17,17,16,19,17,17.1,5,5,100,78.1,Medio
EST026,Paula Renata Gómez Silva,14,6/30/2025,7/4/2025,16,16,17,17,16,20,17,19,17.3,5,5,100,79.4,Medio
EST027,Renata Alejandra Olivos Díaz,14,6/30/2025,7/4/2025,16,17,16,16,17,16,16,20,16.8,5,5,100,74.4,Bajo
EST028,Ricardo José Navarro Campos,14,6/30/2025,7/4/2025,18,17,17,17,17,17,17,17,17.1,5,5,100,63.75,Bajo
EST029,Sofía Camila Gutiérrez Salazar,14,6/30/2025,7/4/2025,17,17,17,17,19,18,19,20,18.0,5,5,100,81.9,Alto
EST030,Sonia Valentina Quispe López,14,6/30/2025,7/4/2025,16,19,17,17,17,20,17,17,17.5,5,5,100,76.9,Alto
EST031,Valeria Alejandra Paredes Flores,14,6/30/2025,7/4/2025,17,17,19,16,16,17,17,17,17.0,5,5,100,73.75,Bajo
EST001,Adriana Beatriz León Vargas,15,7/7/2025,7/11/2025,17,20,17,16,17,17,17,16,17.1,5,5,100,64.4,Alto
EST002,Ariana Michelle León Cordero,15,7/7/2025,7/11/2025,16,17,17,19,16,17,17,16,16.9,5,5,100,72.5,Bajo
EST003,Andrés Felipe Guerrero Soto,15,7/7/2025,7/11/2025,17,16,17,16,17,17,20,16,17.0,5,5,100,78.1,Bajo
EST004,Camila Estefanía Salazar Vega,15,7/7/2025,7/11/2025,17,19,16,19,16,17,17,19,17.5,5,5,100,79.4,Bajo
EST005,Carlos Andrés Herrera Medina,15,7/7/2025,7/11/2025,17,16,17,19,19,17,17,17,17.4,5,5,100,71.9,Alto
EST006,Carmen Rosa Méndez Fuentes,15,7/7/2025,7/11/2025,16,16,17,16,17,20,17,20,17.4,5,5,100,74.4,Bajo
EST007,Dafne Isabel Castro Díaz,15,7/7/2025,7/11/2025,17,17,20,19,19,19,17,16,18.0,5,5,100,83.1,Alto
EST008,Daniela Estefanía Vásquez Ruiz,15,7/7/2025,7/11/2025,17,16,20,17,16,16,16,17,16.9,5,5,100,69.4,Bajo
EST009,Diana Sofia Campos Díaz,15,7/7/2025,7/11/2025,20,16,17,17,17,17,17,17,17.3,5,5,100,71.25,Bajo
EST010,Eduardo Enrique Prado Jiménez,15,7/7/2025,7/11/2025,16,18,16,16,16,18,17,16,16.6,5,5,100,79.4,Bajo
EST011,Felipe Augusto Espinoza Torres,15,7/7/2025,7/11/2025,16,17,20,16,18,17,17,16,17.1,5,5,100,75,Bajo
EST012,Gabriela Isabel Ríos Medina,15,7/7/2025,7/11/2025,17,20,20,17,17,16,16,16,17.4,5,5,100,77.5,Bajo
EST013,Gisela Emilia Contreras Mendizábal,15,7/7/2025,7/11/2025,17,16,17,17,17,17,18,16,16.9,5,5,100,75,Bajo
EST014,Hugo Francisco Mendoza Rojas,15,7/7/2025,7/11/2025,16,17,17,17,17,16,17,16,16.6,5,5,100,69.4,Bajo
EST015,Jorge Eduardo Salazar Peña,15,7/7/2025,7/11/2025,17,16,19,20,19,17,17,17,17.8,5,5,100,73.75,Alto
EST016,José Antonio Díaz Romero,15,7/7/2025,7/11/2025,16,17,17,16,18,16,18,17,16.9,5,5,100,76.9,Bajo
EST017,Juan Carlos Morales Miranda,15,7/7/2025,7/11/2025,16,17,17,16,18,19,17,17,17.1,5,5,100,75.6,Bajo
EST018,Laura Valentina Paredes Silva,15,7/7/2025,7/11/2025,17,18,16,17,17,20,16,16,17.1,5,5,100,75.6,Alto
EST019,Luciana Andrea Vásquez Romero,15,7/7/2025,7/11/2025,20,20,19,16,16,17,16,17,17.6,5,5,100,80,Alto
EST020,Luis Alberto García Pérez,15,7/7/2025,7/11/2025,16,16,19,20,19,16,17,17,17.5,5,5,100,79.4,Alto
EST021,Magdalena Alejandra Torres Mendoza,15,7/7/2025,7/11/2025,20,17,17,17,17,17,17,17,17.4,5,5,100,63.1,Bajo
EST022,María Fernanda Gutiérrez Rojas,15,7/7/2025,7/11/2025,17,18,17,16,16,18,17,16,16.9,5,5,100,81.25,Alto
EST023,Naomi Emilia Cervantes Herrera,15,7/7/2025,7/11/2025,20,18,17,16,16,17,17,17,17.3,5,5,100,71.9,Bajo
EST024,Natalia Eugenia Chávez Herrera,15,7/7/2025,7/11/2025,17,17,18,17,16,16,16,17,16.8,5,5,100,73.1,Bajo
EST025,Pablo Daniel Cabrera Luna,15,7/7/2025,7/11/2025,20,16,17,17,20,17,20,17,18.0,5,5,100,86.25,Alto
EST026,Paula Renata Gómez Silva,15,7/7/2025,7/11/2025,16,16,18,17,16,17,19,20,17.4,5,5,100,80,Alto
EST027,Renata Alejandra Olivos Díaz,15,7/7/2025,7/11/2025,17,20,16,17,17,19,17,17,17.5,5,5,100,76.9,Alto
EST028,Ricardo José Navarro Campos,15,7/7/2025,7/11/2025,18,17,16,17,16,16,17,17,16.8,5,5,100,74.4,Bajo
EST029,Sofía Camila Gutiérrez Salazar,15,7/7/2025,7/11/2025,18,19,17,19,16,18,16,19,17.8,5,5,100,88.1,Bajo
EST030,Sonia Valentina Quispe López,15,7/7/2025,7/11/2025,16,16,16,20,17,17,16,20,17.3,5,5,100,75,Bajo
EST031,Valeria Alejandra Paredes Flores,15,7/7/2025,7/11/2025,17,17,17,17,17,20,16,17,17.3,5,5,100,65,Alto
EST001,Adriana Beatriz León Vargas,16,7/14/2025,7/18/2025,18,16,16,18,16,17,20,17,17.3,5,5,100,81.9,Alto
EST002,Ariana Michelle León Cordero,16,7/14/2025,7/18/2025,17,17,18,17,17,17,18,17,17.3,5,5,100,71.25,Alto
EST003,Andrés Felipe Guerrero Soto,16,7/14/2025,7/18/2025,16,17,17,17,17,16,18,17,16.9,5,5,100,68.75,Bajo
EST004,Camila Estefanía Salazar Vega,16,7/14/2025,7/18/2025,16,17,17,16,17,18,17,16,16.8,5,5,100,71.25,Bajo
EST005,Carlos Andrés Herrera Medina,16,7/14/2025,7/18/2025,17,16,17,18,16,16,17,17,16.8,5,5,100,72.5,Bajo
EST006,Carmen Rosa Méndez Fuentes,16,7/14/2025,7/18/2025,20,19,18,17,17,16,17,18,17.8,5,5,100,86.9,Alto
EST007,Dafne Isabel Castro Díaz,16,7/14/2025,7/18/2025,17,17,18,17,17,20,17,16,17.4,5,5,100,73.1,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,16,7/14/2025,7/18/2025,16,17,16,17,17,17,17,20,17.1,5,5,100,70,Alto
EST009,Diana Sofia Campos Díaz,16,7/14/2025,7/18/2025,17,17,16,20,16,16,16,19,17.1,5,5,100,77.5,Bajo
EST010,Eduardo Enrique Prado Jiménez,16,7/14/2025,7/18/2025,17,16,17,17,17,16,16,16,16.5,5,5,100,71.25,Bajo
EST011,Felipe Augusto Espinoza Torres,16,7/14/2025,7/18/2025,16,18,18,17,17,16,16,16,16.8,5,5,100,74.4,Bajo
EST012,Gabriela Isabel Ríos Medina,16,7/14/2025,7/18/2025,20,19,16,18,17,17,17,20,18.0,5,5,100,90,Alto
EST013,Gisela Emilia Contreras Mendizábal,16,7/14/2025,7/18/2025,19,18,16,17,16,16,17,17,17.0,5,5,100,73.75,Alto
EST014,Hugo Francisco Mendoza Rojas,16,7/14/2025,7/18/2025,16,16,17,17,17,16,17,17,16.6,5,5,100,68.1,Medio
EST015,Jorge Eduardo Salazar Peña,16,7/14/2025,7/18/2025,16,20,16,20,19,17,17,17,17.8,5,5,100,78.1,Medio
EST016,José Antonio Díaz Romero,16,7/14/2025,7/18/2025,18,19,20,17,16,17,16,17,17.5,5,5,100,76.25,Alto
EST017,Juan Carlos Morales Miranda,16,7/14/2025,7/18/2025,17,17,17,17,16,19,16,18,17.1,5,5,100,69.4,Medio
EST018,Laura Valentina Paredes Silva,16,7/14/2025,7/18/2025,16,18,19,17,16,18,18,17,17.4,5,5,100,83.1,Alto
EST019,Luciana Andrea Vásquez Romero,16,7/14/2025,7/18/2025,19,16,17,17,17,17,17,16,17.0,5,5,100,75,Bajo
EST020,Luis Alberto García Pérez,16,7/14/2025,7/18/2025,17,17,17,17,17,16,16,16,16.6,5,5,100,63.1,Bajo
EST021,Magdalena Alejandra Torres Mendoza,16,7/14/2025,7/18/2025,16,17,18,17,16,19,17,16,17.0,5,5,100,77.5,Bajo
EST022,María Fernanda Gutiérrez Rojas,16,7/14/2025,7/18/2025,17,16,20,16,16,17,19,18,17.4,5,5,100,80,Alto
EST023,Naomi Emilia Cervantes Herrera,16,7/14/2025,7/18/2025,17,17,16,17,17,16,16,17,16.6,5,5,100,68.1,Bajo
EST024,Natalia Eugenia Chávez Herrera,16,7/14/2025,7/18/2025,17,17,16,16,17,16,18,17,16.8,5,5,100,67.5,Medio
EST025,Pablo Daniel Cabrera Luna,16,7/14/2025,7/18/2025,20,17,17,18,17,20,17,18,18.0,5,5,100,76.25,Medio
EST026,Paula Renata Gómez Silva,16,7/14/2025,7/18/2025,16,17,17,17,16,16,17,17,16.6,5,5,100,65,Bajo
EST027,Renata Alejandra Olivos Díaz,16,7/14/2025,7/18/2025,18,20,17,18,17,17,16,17,17.5,5,5,100,73.75,Medio
EST028,Ricardo José Navarro Campos,16,7/14/2025,7/18/2025,17,16,19,18,19,17,18,16,17.5,5,5,100,81.9,Alto
EST029,Sofía Camila Gutiérrez Salazar,16,7/14/2025,7/18/2025,16,17,20,16,16,16,16,19,17.0,5,5,100,80,Bajo
EST030,Sonia Valentina Quispe López,16,7/14/2025,7/18/2025,18,16,18,18,20,19,19,20,18.5,5,5,100,92.5,Alto
EST031,Valeria Alejandra Paredes Flores,16,7/14/2025,7/18/2025,18,17,17,17,17,17,17,16,17.0,5,5,100,74.4,Bajo
EST001,Adriana Beatriz León Vargas,17,7/21/2025,7/25/2025,18,16,19,20,18,19,17,17,18.0,5,5,100,81.25,Alto
EST002,Ariana Michelle León Cordero,17,7/21/2025,7/25/2025,18,17,17,16,18,17,18,17,17.3,5,5,100,70,Medio
EST003,Andrés Felipe Guerrero Soto,17,7/21/2025,7/25/2025,17,17,17,20,19,17,16,16,17.4,5,5,100,70.6,Alto
EST004,Camila Estefanía Salazar Vega,17,7/21/2025,7/25/2025,17,17,17,17,17,16,17,19,17.1,5,5,100,69.4,Alto
EST005,Carlos Andrés Herrera Medina,17,7/21/2025,7/25/2025,16,16,17,17,20,17,16,18,17.1,5,5,100,68.75,Alto
EST006,Carmen Rosa Méndez Fuentes,17,7/21/2025,7/25/2025,19,20,17,17,17,20,17,17,18.0,5,5,100,81.25,Alto
EST007,Dafne Isabel Castro Díaz,17,7/21/2025,7/25/2025,17,17,16,16,16,20,17,17,17.0,5,5,100,67.5,Bajo
EST008,Daniela Estefanía Vásquez Ruiz,17,7/21/2025,7/25/2025,17,20,17,16,17,17,19,16,17.4,5,5,100,74.4,Alto
EST009,Diana Sofia Campos Díaz,17,7/21/2025,7/25/2025,17,17,17,17,18,18,20,20,18.0,5,5,100,78.1,Alto
EST010,Eduardo Enrique Prado Jiménez,17,7/21/2025,7/25/2025,16,17,17,17,19,17,17,17,17.1,4,5,80,62.5,Alto
EST011,Felipe Augusto Espinoza Torres,17,7/21/2025,7/25/2025,18,20,20,17,16,17,18,16,17.8,5,5,100,78.75,Alto
EST012,Gabriela Isabel Ríos Medina,17,7/21/2025,7/25/2025,16,17,16,17,19,16,16,17,16.8,5,5,100,81.25,Bajo
EST013,Gisela Emilia Contreras Mendizábal,17,7/21/2025,7/25/2025,18,18,19,17,16,17,17,18,18.1,5,5,100,83.75,Alto
EST014,Hugo Francisco Mendoza Rojas,17,7/21/2025,7/25/2025,17,19,18,17,16,16,19,17,18.1,5,5,100,79.4,Alto
EST015,Jorge Eduardo Salazar Peña,17,7/21/2025,7/25/2025,18,17,16,16,16,18,16,16,18.1,5,5,100,78.1,Alto
EST016,José Antonio Díaz Romero,17,7/21/2025,7/25/2025,17,18,17,20,16,20,16,19,16.9,5,5,100,85,Bajo
EST017,Juan Carlos Morales Miranda,17,7/21/2025,7/25/2025,20,16,17,17,17,17,17,16,18.1,5,5,100,66.9,Alto
EST018,Laura Valentina Paredes Silva,17,7/21/2025,7/25/2025,20,16,17,20,16,16,16,17,16.9,5,5,100,81.25,Bajo
EST019,Luciana Andrea Vásquez Romero,17,7/21/2025,7/25/2025,17,16,18,17,17,17,16,17,16.9,5,5,100,66.25,Bajo
EST020,Luis Alberto García Pérez,17,7/21/2025,7/25/2025,16,19,16,20,19,20,19,16,18.1,5,5,100,88.75,Alto
EST021,Magdalena Alejandra Torres Mendoza,17,7/21/2025,7/25/2025,18,17,17,17,17,18,17,16,17.1,5,5,100,72.5,Alto
EST022,María Fernanda Gutiérrez Rojas,17,7/21/2025,7/25/2025,17,20,17,16,16,17,20,16,17.4,5,5,100,80,Medio
EST023,Naomi Emilia Cervantes Herrera,17,7/21/2025,7/25/2025,20,19,17,19,17,18,17,16,17.9,5,5,100,80,Alto
EST024,Natalia Eugenia Chávez Herrera,17,7/21/2025,7/25/2025,16,16,16,17,19,16,18,16,16.8,5,5,100,73.75,Medio
EST025,Pablo Daniel Cabrera Luna,17,7/21/2025,7/25/2025,17,17,18,17,18,16,19,17,17.4,5,5,100,76.9,Bajo
EST026,Paula Renata Gómez Silva,17,7/21/2025,7/25/2025,18,20,17,20,19,17,17,16,18.0,5,5,100,80.6,Alto
EST027,Renata Alejandra Olivos Díaz,17,7/21/2025,7/25/2025,17,17,16,19,19,19,20,16,17.9,5,5,100,80.6,Alto
EST028,Ricardo José Navarro Campos,17,7/21/2025,7/25/2025,17,16,17,16,17,17,17,19,17.0,5,5,100,66.9,Bajo
EST029,Sofía Camila Gutiérrez Salazar,17,7/21/2025,7/25/2025,17,17,16,17,17,16,17,18,16.9,5,5,100,73.75,Bajo
EST030,Sonia Valentina Quispe López,17,7/21/2025,7/25/2025,17,16,20,17,16,19,17,16,17.3,5,5,100,70.6,Bajo
EST031,Valeria Alejandra Paredes Flores,17,7/21/2025,7/25/2025,16,16,20,20,17,18,18,16,17.6,5,5,100,81.25,Alto
EST001,Adriana Beatriz León Vargas,18,7/28/2025,8/1/2025,17,16,16,16,17,16,17,16,16.4,5,5,100,70.6,Bajo
EST002,Ariana Michelle León Cordero,18,7/28/2025,8/1/2025,16,17,17,16,18,17,16,17,16.8,5,5,100,70.6,Bajo
EST003,Andrés Felipe Guerrero Soto,18,7/28/2025,8/1/2025,17,17,17,19,16,17,17,20,17.5,5,5,100,70.6,Alto
EST004,Camila Estefanía Salazar Vega,18,7/28/2025,8/1/2025,16,16,17,19,19,17,16,16,17.0,5,5,100,76.25,Bajo
EST005,Carlos Andrés Herrera Medina,18,7/28/2025,8/1/2025,17,17,19,17,16,17,17,20,17.5,5,5,100,76.25,Alto
EST006,Carmen Rosa Méndez Fuentes,18,7/28/2025,8/1/2025,17,16,19,17,16,18,17,17,17.1,5,5,100,75.6,Bajo
EST007,Dafne Isabel Castro Díaz,18,7/28/2025,8/1/2025,17,17,17,16,18,17,18,17,17.1,5,5,100,68.75,Alto
EST008,Daniela Estefanía Vásquez Ruiz,18,7/28/2025,8/1/2025,17,18,17,17,17,16,17,17,17.0,5,5,100,69.4,Bajo
EST009,Diana Sofia Campos Díaz,18,7/28/2025,8/1/2025,17,18,18,17,17,20,17,17,17.6,5,5,100,76.25,Bajo
EST010,Eduardo Enrique Prado Jiménez,18,7/28/2025,8/1/2025,18,17,17,16,18,16,16,16,16.8,5,5,100,73.75,Bajo
EST011,Felipe Augusto Espinoza Torres,18,7/28/2025,8/1/2025,16,18,20,17,16,16,17,20,17.5,5,5,100,77.5,Bajo
EST012,Gabriela Isabel Ríos Medina,18,7/28/2025,8/1/2025,16,16,17,16,18,17,16,16,16.5,5,5,100,76.25,Bajo
EST013,Gisela Emilia Contreras Mendizábal,18,7/28/2025,8/1/2025,16,20,17,16,16,19,16,16,17.0,5,5,100,76.9,Bajo
EST014,Hugo Francisco Mendoza Rojas,18,7/28/2025,8/1/2025,19,16,16,17,17,18,17,16,17.0,5,5,100,74.4,Bajo
EST015,Jorge Eduardo Salazar Peña,18,7/28/2025,8/1/2025,16,17,16,16,16,16,17,16,16.3,5,5,100,75,Bajo
EST016,José Antonio Díaz Romero,18,7/28/2025,8/1/2025,18,17,17,17,17,17,17,17,17.1,5,5,100,62.5,Alto
EST017,Juan Carlos Morales Miranda,18,7/28/2025,8/1/2025,16,18,17,16,17,16,17,19,17.0,5,5,100,73.75,Bajo
EST018,Laura Valentina Paredes Silva,18,7/28/2025,8/1/2025,16,17,16,16,17,17,20,19,17.3,5,5,100,72.5,Alto
EST019,Luciana Andrea Vásquez Romero,18,7/28/2025,8/1/2025,18,17,19,16,17,19,16,16,17.3,5,5,100,77.5,Alto
EST020,Luis Alberto García Pérez,18,7/28/2025,8/1/2025,17,17,17,18,17,18,17,16,17.1,5,5,100,75.6,Bajo
EST021,Magdalena Alejandra Torres Mendoza,18,7/28/2025,8/1/2025,17,17,16,19,18,16,17,17,17.1,5,5,100,71.9,Medio
EST022,María Fernanda Gutiérrez Rojas,18,7/28/2025,8/1/2025,16,16,17,20,17,20,17,17,17.5,5,5,100,71.9,Alto
EST023,Naomi Emilia Cervantes Herrera,18,7/28/2025,8/1/2025,20,20,17,16,17,16,16,18,17.5,5,5,100,75.6,Bajo
EST024,Natalia Eugenia Chávez Herrera,18,7/28/2025,8/1/2025,17,16,17,18,18,16,20,17,17.4,5,5,100,84.4,Alto
EST025,Pablo Daniel Cabrera Luna,18,7/28/2025,8/1/2025,16,20,17,17,16,17,17,19,17.4,5,5,100,78.1,Medio
EST026,Paula Renata Gómez Silva,18,7/28/2025,8/1/2025,18,16,18,17,16,16,17,16,16.8,5,5,100,72.5,Bajo
EST027,Renata Alejandra Olivos Díaz,18,7/28/2025,8/1/2025,18,19,16,16,17,17,17,17,17.1,5,5,100,73.1,Bajo
EST028,Ricardo José Navarro Campos,18,7/28/2025,8/1/2025,17,17,17,16,17,16,17,17,16.8,5,5,100,72.5,Bajo
EST029,Sofía Camila Gutiérrez Salazar,18,7/28/2025,8/1/2025,20,16,17,20,17,17,17,18,17.8,5,5,100,76.9,Alto
EST030,Sonia Valentina Quispe López,18,7/28/2025,8/1/2025,17,17,17,17,17,19,17,16,17.1,5,5,100,66.9,Bajo
EST031,Valeria Alejandra Paredes Flores,18,7/28/2025,8/1/2025,17,16,17,17,17,16,16,20,17.0,5,5,100,76.9,Bajo
EST001,Adriana Beatriz León Vargas,19,8/4/2025,8/8/2025,16,19,18,18,17,17,16,16,17.1,4,5,80,80,Alto
EST002,Ariana Michelle León Cordero,19,8/4/2025,8/8/2025,19,17,17,17,19,18,16,16,17.4,5,5,100,73.75,Alto
EST003,Andrés Felipe Guerrero Soto,19,8/4/2025,8/8/2025,16,16,19,17,16,16,19,17,17.0,5,5,100,77.5,Bajo
EST004,Camila Estefanía Salazar Vega,19,8/4/2025,8/8/2025,17,16,18,16,16,17,19,17,17.0,5,5,100,76.25,Medio
EST005,Carlos Andrés Herrera Medina,19,8/4/2025,8/8/2025,16,17,19,16,18,16,19,16,17.1,5,5,100,79.4,Bajo
EST006,Carmen Rosa Méndez Fuentes,19,8/4/2025,8/8/2025,17,16,19,16,20,17,17,16,17.3,5,5,100,72.5,Alto
EST007,Dafne Isabel Castro Díaz,19,8/4/2025,8/8/2025,17,17,16,17,17,18,19,19,17.5,5,5,100,73.1,Alto
EST008,Daniela Estefanía Vásquez Ruiz,19,8/4/2025,8/8/2025,16,16,19,17,19,16,19,17,17.4,5,5,100,77.5,Alto
EST009,Diana Sofia Campos Díaz,19,8/4/2025,8/8/2025,17,18,16,17,17,17,19,16,17.1,5,5,100,70.6,Bajo
EST010,Eduardo Enrique Prado Jiménez,19,8/4/2025,8/8/2025,19,16,17,16,16,17,17,16,16.8,5,5,100,73.1,Medio
EST011,Felipe Augusto Espinoza Torres,19,8/4/2025,8/8/2025,16,17,18,17,19,20,17,17,17.6,5,5,100,75.6,Alto
EST012,Gabriela Isabel Ríos Medina,19,8/4/2025,8/8/2025,16,16,17,16,16,16,17,17,16.4,5,5,100,72.5,Bajo
EST013,Gisela Emilia Contreras Mendizábal,19,8/4/2025,8/8/2025,18,16,19,16,17,17,19,19,17.6,5,5,100,81.25,Alto
EST014,Hugo Francisco Mendoza Rojas,19,8/4/2025,8/8/2025,20,20,17,18,17,17,17,18,18.0,5,5,100,81.25,Alto
EST015,Jorge Eduardo Salazar Peña,19,8/4/2025,8/8/2025,17,16,16,16,17,19,16,17,16.8,5,5,100,81.25,Alto
EST016,José Antonio Díaz Romero,19,8/4/2025,8/8/2025,16,16,17,17,17,16,16,16,16.4,5,5,100,67.5,Bajo
EST017,Juan Carlos Morales Miranda,19,8/4/2025,8/8/2025,17,16,16,18,16,16,16,17,16.5,5,5,100,74.4,Bajo
EST018,Laura Valentina Paredes Silva,19,8/4/2025,8/8/2025,16,17,18,16,17,16,17,20,17.1,5,5,100,75.6,Bajo
EST019,Luciana Andrea Vásquez Romero,19,8/4/2025,8/8/2025,16,16,16,18,16,19,18,19,17.3,5,5,100,81.25,Medio
EST020,Luis Alberto García Pérez,19,8/4/2025,8/8/2025,17,17,17,17,18,16,17,17,17.0,5,5,100,66.9,Bajo
EST021,Magdalena Alejandra Torres Mendoza,19,8/4/2025,8/8/2025,17,17,16,18,17,20,18,20,17.9,5,5,100,81.25,Alto
EST022,María Fernanda Gutiérrez Rojas,19,8/4/2025,8/8/2025,19,16,16,20,16,17,20,18,17.8,5,5,100,83.1,Alto
EST023,Naomi Emilia Cervantes Herrera,19,8/4/2025,8/8/2025,16,17,17,20,16,18,17,17,17.3,5,5,100,76.9,Bajo
EST024,Natalia Eugenia Chávez Herrera,19,8/4/2025,8/8/2025,20,17,16,20,16,17,17,20,17.9,5,5,100,83.75,Alto
EST025,Pablo Daniel Cabrera Luna,19,8/4/2025,8/8/2025,16,17,17,20,17,18,16,16,17.1,5,5,100,71.9,Bajo
EST026,Paula Renata Gómez Silva,19,8/4/2025,8/8/2025,20,17,17,17,17,16,17,18,17.4,5,5,100,74.4,Alto
EST027,Renata Alejandra Olivos Díaz,19,8/4/2025,8/8/2025,16,16,17,17,17,17,17,17,16.8,5,5,100,70.6,Bajo
